cellule ;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested ;rsrp;sinr;bler_dl;ho_success_rate;ue_speed;call_drop_rate_pct;status
8926;21,57301469;38,66666667;10,79813219;8,115492821;1,293765287;2,082888007;0;-96,97;-0,45;13,93;70;37,2;1,98;BAD_HANDOVER
8927;14,29152733;15,5;11,20949641;8,115607262;1,106759433;0,687771082;0;-96,5;1,26;12,19;70,77;57,3;1,76;BAD_HANDOVER
8928;16,18873393;14,16666667;10,32412417;8,115659714;1,192021344;1,058582425;0;-93,21;2,81;9,44;77,58;11,2;1,29;BAD_HANDOVER
8929;30,34276238;59,5;10,06747809;8,116304398;1,812362821;3,2620157;0;-98,15;-0,55;13,35;70,9;21,5;2,78;BAD_HANDOVER
8930;25,21304738;49,16666667;8,616705218;8,116392136;1,373498599;2,493618488;0;-95,93;2,36;12,68;70;28,2;2,21;BAD_HANDOVER
8931;35,71677527;58,5;10,21534455;8,11786747;1,939258318;4,556342483;0;-85,87;3,15;9,67;74,94;24,2;2,42;BAD_HANDOVER
8932;11,93012241;27,83333333;9,907755435;8,118282318;1,195926931;1,117018104;0;-89,15;3,48;8,4;78,52;51,4;1,34;BAD_HANDOVER
8933;11,61431021;16,5;8,666522397;8,118523598;1,195192526;0,773118138;0;-88,19;2,46;9,4;79,58;46,8;1,35;BAD_HANDOVER
8934;12,95366891;21,83333333;8,55518117;8,119054794;1,195808051;0,854353428;0;-94,79;2,18;12,32;72,73;21,8;1,63;BAD_HANDOVER
8935;19,32804092;41,5;9,852198736;8,119220734;1,931237224;3,576299071;0;-100,73;0,2;14,76;70;34,7;2,13;BAD_HANDOVER
8936;11,01688921;10,66666667;10,03597784;8,119355202;1,027157352;0,568016529;0;-95,72;2,29;10,56;75,2;2,2;1,44;BAD_HANDOVER
8937;21,38170952;35,83333333;8,79155693;8,120276451;1,384534984;1,870849371;0;-102,21;-0,03;14,39;70;97,2;2,03;BAD_HANDOVER
8938;11,69270169;23,16666667;10,02519893;8,121015549;1,23173418;1,000392437;0;-94,16;3,01;10,07;72,63;24,8;1,66;BAD_HANDOVER
8939;23,96246145;37;9,125593885;8,121907234;1,497303514;2,224962473;0;-95,04;0,41;14,36;70;76,4;2,19;BAD_HANDOVER
8940;13,27247129;12,83333333;9,437283728;8,122084618;1,091896858;0,529310822;0;-106;-1,65;15;70;87,6;2,3;BAD_HANDOVER
8941;9,095270954;8,166666667;12,44631225;8,122654915;1,047389183;0,462988615;0;-90,43;3,18;10,33;73,76;58,3;1,5;BAD_HANDOVER
8942;13,08472639;21,16666667;10,05887071;8,122788429;1,28213946;1,106871486;0;-91,29;2,28;11,66;70;4,3;1,65;BAD_HANDOVER
8943;16,80928483;18,5;9,630721324;8,125450134;1,259420737;0,953288913;0;-97,93;2,51;8,94;77,96;95,7;1,32;BAD_HANDOVER
8944;24,6072478;47,66666667;9,40089141;8,126485825;2,022611606;3,684486628;0;-93,33;3,01;10,83;72,07;19,6;1,77;BAD_HANDOVER
8945;11,7814498;16,5;8,760002441;8,128046036;1,087555629;0,565679908;0;-94,23;6,08;8,18;79,87;101,8;1,29;BAD_HANDOVER
8946;13,5182583;17,5;9,344600704;8,12911129;1,209311154;0,926128268;0;-94,14;0,17;14,67;70;68,7;1,93;BAD_HANDOVER
8947;30,41761809;41,5;9,642466728;8,129394531;1,822255096;3,405805707;0;-98,61;2,03;14,03;70;118,3;1,99;BAD_HANDOVER
8948;34,76425147;56,5;10,94246862;8,129546165;2,373542644;6,001344204;0;-92,58;1,43;13,99;70;67;2,7;BAD_HANDOVER
8949;6,631024781;9,333333333;12,16286255;8,130632401;1,026937028;0,281272531;0;-100,92;-3,03;15;70;5,8;2,24;BAD_HANDOVER
8950;27,63698147;68,16666667;9,572438443;8,131884575;1,205110638;3,29262507;0;-99,31;1,39;13,74;70;56,3;3,06;BAD_HANDOVER
8951;31,05188247;60;8,9871822;8,132087708;1,333228376;2,955386519;0;-98,52;-1,57;15;70;109,4;2,86;BAD_HANDOVER
8952;9,208088001;8,5;9,440687178;8,132144928;1,022480019;0,277435541;0;-95,04;4;9,63;77,05;72,4;1,27;BAD_HANDOVER
8953;5,616063496;5,333333333;9,538638368;8,132329941;1,000042217;0,068893909;0;-96,73;-0,87;15;70;15,9;2,1;BAD_HANDOVER
8954;30,3679657;48,33333333;10,18817953;8,133823395;2,088810863;4,481422305;0;-100,55;-0,39;13;70;87,6;2,36;BAD_HANDOVER
8955;14,19944524;21,16666667;9,007020843;8,135345459;1,081880327;0,771263719;0;-100,75;-0,23;14,28;70;114,3;1,88;BAD_HANDOVER
8956;7,523402448;6,833333333;12,30947883;8,135476112;0,975443287;0,13444674;0;-91,36;2,35;12,51;70;57,7;1,67;BAD_HANDOVER
8957;7,940440465;10,5;9,940510122;8,136138916;1,001189479;0,275933623;0;-92,32;0,33;13,31;70;9,5;1,79;BAD_HANDOVER
8958;22,81827161;33,16666667;11,04451125;8,1370821;1,514252045;2,024246454;0;-78,01;6,72;6,77;85,87;62,4;0,96;GOOD_CELL
8959;16,06929003;28,16666667;11,62771144;8,137274742;1,245081304;1,336580515;0;-89,89;3,15;9,38;79,11;28,1;1,4;BAD_HANDOVER
8960;33,87572496;53,66666667;10,6499107;8,138075829;2,134920121;5,086048007;0;-98,82;1;13,98;70;35,8;2,67;BAD_HANDOVER
8961;7,158475486;7,333333333;12,85285652;8,138607025;1,058295566;0,242635727;0;-97,52;1,76;11,7;74,05;111,4;1,67;BAD_HANDOVER
8962;26,01866981;46,33333333;9,298731082;8,139305115;1,759976692;3,405307055;0;-94,55;2,44;13,03;70;109,9;2,15;BAD_HANDOVER
8963;36,25853999;42,66666667;8,140530882;8,139406204;1,465890183;2,653385997;0;-94,84;0,95;12,27;70;21,4;1,85;BAD_HANDOVER
8964;28,34248998;57,78688525;9,085386009;8,139956474;1,997763066;4,450035691;0;-90,69;3,49;9,76;70,5;14,9;2,18;BAD_HANDOVER
8965;33,11644131;61,83333333;8,823322155;8,142951012;2,47819268;5,986603618;0;-92,93;3,95;8,69;79,04;5,9;2,21;BAD_HANDOVER
8966;25,57582966;31,83333333;10,53909977;8,143079758;1,69663667;2,722412348;0;-93,34;2,92;10,49;75,14;84,8;1,36;BAD_HANDOVER
8967;6,278183317;9,833333333;11,21466991;8,144124985;1,001409836;0,029652834;0;-101,49;-1,33;13,7;70;0,4;2;BAD_HANDOVER
8968;4,994640813;5,333333333;9,242524986;8,144608498;0,914870166;0,027400136;0;-89,82;5,17;10,63;74,44;55;1,38;BAD_HANDOVER
8969;8,520151039;12,83333333;10,73685357;8,146756172;1,076565813;0,612985373;0;-84,77;4,78;7,76;77,93;46,5;1,11;BAD_HANDOVER
8970;13,00701916;18,16666667;9,241702018;8,146879196;1,071650911;0,615549803;0;-99,02;1,73;12,29;77,93;60,2;1,54;BAD_HANDOVER
8971;19,28575764;30,16666667;9,1482607;8,147153854;1,424388506;1,782078147;0;-98,95;0,86;11,91;70;15,5;1,95;BAD_HANDOVER
8972;18,84734636;29,83333333;10,9269003;8,147539139;1,651072931;1,899962068;0;-86,89;2,61;10,67;71,67;25,8;1,63;BAD_HANDOVER
8973;35,17749803;48,66666667;10,36422344;8,148194313;1,877523656;4,096690655;0;-97,39;1,21;12,56;71,84;4,6;2,24;BAD_HANDOVER
8974;14,63687004;12,83333333;13,59034468;8,148933411;1,138569717;0,674009204;0;-98,21;0,16;14,57;70;85,3;2,14;BAD_HANDOVER
8975;9,642966472;9;9,411018673;8,149051666;1,050048988;0,375851154;0;-89,95;2,31;10,33;75,11;43,2;1,63;BAD_HANDOVER
8976;7,018322782;23,66666667;12,59582293;8,149121284;1,008432859;0,070050359;0;-92,44;2,4;10,68;73,07;100,9;1,55;BAD_HANDOVER
8977;24,53850813;33,16666667;9,606428505;8,149355888;1,433160374;1,762102485;0;-96,2;2,64;12,47;70;16,9;1,73;BAD_HANDOVER
8978;28,00506583;36;11,00390398;8,149616241;1,794989846;3,160066366;0;-81,94;4,92;7,68;84,45;119,7;1,03;GOOD_CELL
8979;12,38158709;24,5;10,10466008;8,15045929;1,345607182;1,2293787;0;-96,03;2,16;10,61;75,08;54,1;1,68;BAD_HANDOVER
8980;29,81898885;54,33333333;9,611162318;8,151339531;2,061776941;4,471394777;0;-95,53;1,33;12,62;70;15,5;2,32;BAD_HANDOVER
8981;4,752130276;9,166666667;12,66181858;8,152189255;0,914807746;0,247812271;0;-99,96;-0,5;13,4;70;87,8;1,77;BAD_HANDOVER
8982;11,41178275;17,33333333;8,228233209;8,152635574;1,019647328;0,523592949;0;-99,51;1,11;14,98;70;11,2;2,08;BAD_HANDOVER
8983;5,751936222;8;12,83551203;8,152718544;1,020516562;0,135938764;0;-91,61;3,57;12,03;70;84,7;1,55;BAD_HANDOVER
8984;12,2620008;18,5;9,961337018;8,152942657;1,117998834;0,706263065;0;-101,26;0,22;14,11;70;41,4;2,18;BAD_HANDOVER
8985;6,988333866;6,111111111;11,81569267;8,152968407;1,07278002;0,041330457;0;-97,37;0,34;14,99;70;84,7;1,83;BAD_HANDOVER
8986;20,21390158;33,16666667;9,698035275;8,153973579;1,579579193;2,205125451;0;-95,96;2,55;10,71;72,05;96,6;1,25;BAD_HANDOVER
8987;16,05488067;29,33333333;8,245657913;8,154876709;1,039215917;0,206401229;0;-90,32;4,2;7,61;80,54;0,7;1,24;GOOD_CELL
8988;22,78920217;49,16666667;9,372139807;8,156052589;1,815872594;3,345419288;0;-85,56;4,9;11,85;70;63,2;1,97;BAD_HANDOVER
8989;46,43978018;61,16666667;8,008200362;8,158321381;1,301103422;3,148722291;0;-91,62;1,02;12,39;70;41,1;2,69;BAD_HANDOVER
8990;11,17302396;12,5;10,969962;8,158356667;1,270615578;0,597637057;0;-93,46;-0,8;13,13;70;11,1;2,1;BAD_HANDOVER
8991;15,65242622;22,16666667;8,731484026;8,159596443;1,094951274;0,808973908;0;-92,01;3,74;10,64;72,19;111,9;1,37;BAD_HANDOVER
8992;13,11427798;11,5;11,14016203;8,160075188;1,129499189;0,299603343;0;-87,42;5,02;6,7;82,38;59,5;0,95;GOOD_CELL
8993;31,85924812;49,16666667;10,81103161;8,160694122;2,030100418;4,720705867;0;-96,45;0,74;11,83;70;21,8;2,22;BAD_HANDOVER
8994;30,97896555;50,66666667;9,833690466;8,16226387;2,00108442;4,318208575;0;-93,83;-0,57;14,82;70;35,6;2,53;BAD_HANDOVER
8995;17,49161494;38,33333333;10,21682581;8,16237545;1,887728028;3,709940434;0;-90,41;3,22;10,24;70,12;83,1;1,39;BAD_HANDOVER
8996;23,72007333;31;8,596221685;8,162833214;1,512916972;2,110910654;0;-88,48;3,7;11,23;75,52;54,4;1,51;BAD_HANDOVER
8997;11,76073137;15,5;8,037144278;8,164113998;1,119785171;0,550517082;0;-97,56;0,49;13,41;70;107,2;1,88;BAD_HANDOVER
8998;27,13603991;25,83333333;10,48167243;8,164676666;1,361523037;1,700466633;0;-90,04;4,4;10,24;70,68;17,4;1,45;BAD_HANDOVER
8999;24,86352365;28,16666667;10,4892615;8,168416977;1,608156231;2,374154449;0;-96,86;2,11;11,03;71,13;59,7;1,68;BAD_HANDOVER
9000;15,74088249;17,66666667;9,781312803;8,169063568;1,232040432;0,844653845;0;-93,2;3,26;10,92;75,07;118,4;1,43;BAD_HANDOVER
9001;13,06667132;13,66666667;8,860996375;8,170348167;1,134405618;0,559442282;0;-91,83;1,27;12,02;70,61;68,4;1,7;BAD_HANDOVER
9002;12,83160069;17;10,82479318;8,173540115;1,185036165;0,909134269;0;-91,43;1,82;12,17;70,24;0,7;1,78;BAD_HANDOVER
9003;5,749385814;6,5;10,17880344;8,174007416;1,041054725;0,069398642;0;-97,42;2,55;10,82;70;112,7;1,55;BAD_HANDOVER
9004;25,02606805;40,66666667;11,31640534;8,174677849;1,946750503;3,480585456;0;-104,61;-1,11;15;70;5,5;2,28;BAD_HANDOVER
9005;21,39126951;39,16666667;8,169487362;8,174850464;1,453644321;2,186969757;0;-98,81;-1,1;15;70;33,9;2,02;BAD_HANDOVER
9006;18,83460596;32,16666667;9,308927408;8,176524162;1,37525958;1,7396487;0;-92,41;4,22;9,38;76,82;29,2;1,31;BAD_HANDOVER
9007;23,6821163;32,5;9,867318465;8,176568985;1,593435107;2,343472719;0;-88,17;5,42;9,27;78,33;16,1;1,26;BAD_HANDOVER
9008;7,748277307;13,16666667;14,46365604;8,178129196;1,176729509;0,653507113;0;-91,63;1,82;11,92;70;14,7;1,61;BAD_HANDOVER
9009;20,16322434;51,16666667;10,51136252;8,178557396;1,956350922;4,116890311;0;-98,02;-1,71;15;70;75,4;2,56;BAD_HANDOVER
9010;21,79124812;25;9,257236163;8,178614616;1,311131947;0,888429403;0;-90,17;1,86;12,71;70;104;1,6;BAD_HANDOVER
9011;13,90289583;29,5;9,930859334;8,178748131;1,388798565;1,935515404;0;-85,97;0,57;13,32;70;8,1;1,77;BAD_HANDOVER
9012;13,69367317;18,66666667;7,834401671;8,179642677;1,057883088;0,646436453;0;-103,93;-3,13;15;70;75,9;2,53;BAD_HANDOVER
9013;30,07340075;31,33333333;10,07791429;8,180051804;1,614373075;2,836853385;0;-98,53;0,57;12,34;70;95,3;1,58;BAD_HANDOVER
9014;8,362018629;9,5;11,89736584;8,180415154;1,013749103;0,323847055;0;-97,09;-0,71;15;70;70,7;1,89;BAD_HANDOVER
9015;38,39547838;58,33333333;11,29202698;8,180765152;2,897464242;7,770787835;0;-93,42;3,94;11,64;70,46;31,6;2,23;BAD_HANDOVER
9016;7,806599161;18,66666667;8,442565605;8,1821661;1,18937927;0,723150373;0;-86,33;3,35;10,22;78,31;11,3;1,37;BAD_HANDOVER
9017;7,799331452;9,5;10,94294081;8,18384552;1,031906156;0,24270153;0;-97,14;1,38;14,36;70;84,1;1,95;BAD_HANDOVER
9018;8,31918097;10,33333333;11,51525897;8,185113907;1,044787055;0,361756206;0;-100,64;2,31;10,77;70,41;78,9;1,6;BAD_HANDOVER
9019;36,20610181;77,16666667;11,27848941;8,186454773;1,78957197;5,646825314;0;-98,13;-0,99;15;70;10,1;3,72;BAD_HANDOVER
9020;20,93271544;25;9,251219616;8,187679291;1,528984798;1,860303521;0;-93,81;1,79;13,29;70;24,4;1,77;BAD_HANDOVER
9021;30,44867991;39,16666667;9,648040352;8,188425064;1,718280083;3,117112756;0;-87,31;3,51;10,89;72,87;40,1;1,54;BAD_HANDOVER
9022;12,29623487;12;11,0826291;8,190386772;1,168840086;0,496989012;0;-93,46;3,2;11,77;70;64,1;1,65;BAD_HANDOVER
9023;22,48514128;37,33333333;9,943419867;8,191130638;1,548668566;2,525967121;0;-94,37;3,3;9,89;79,24;17,2;1,5;BAD_HANDOVER
9024;12,03365485;13,16666667;8,412465293;8,191393852;1,062403343;0,495061994;0;-89,53;3,21;11,46;70,5;36,9;1,38;BAD_HANDOVER
9025;7,53746121;8,666666667;10,11637505;8,191618919;1,052784756;0,260692954;0;-93,87;1,28;13,17;70;110;1,71;BAD_HANDOVER
9026;35,93578452;38,83333333;9,340695498;8,191702843;1,596710615;2,519316673;0;-95,64;0,97;13,62;70;20,7;1,81;BAD_HANDOVER
9027;21,43019995;35,33333333;8,923399916;8,191903114;1,359976431;2,080410004;0;-90,43;3,36;10,7;70,88;58,5;1,62;BAD_HANDOVER
9028;10,56121457;11,33333333;12,03943983;8,192710876;1,035860117;0,24453783;0;-85,9;5,21;7,94;77,27;66,6;1,16;BAD_HANDOVER
9029;34,24514311;66;9,938574812;8,193496704;1,913022746;4,984387279;0;-94,02;0,12;13,26;70;5,3;3,05;BAD_HANDOVER
9030;18,34396481;21,5;9,896797524;8,194054604;1,299890186;1,380588412;0;-96,44;0,08;13,02;70;24,3;2,04;BAD_HANDOVER
9031;18,49464625;24,83333333;11,14463928;8,194125175;1,14607914;1,087940335;0;-100,87;-1,94;13,94;70;14,4;2,14;BAD_HANDOVER
9032;24,94636547;38,33333333;9,79442541;8,194367409;1,665985282;2,807945967;0;-87,97;3,48;10,62;73,32;112,5;1,61;BAD_HANDOVER
9033;21,33275215;52,5;9,31633862;8,194986343;1,50528962;2,913527966;0;-97,86;0,4;15;70;116,1;2,47;BAD_HANDOVER
9034;17,60129184;27,33333333;9,036595256;8,195981026;1,295876263;1,31391263;0;-84,41;5,42;8,35;77,08;85,7;1,21;BAD_HANDOVER
9035;23,51199321;32,16666667;10,43613038;8,196043968;1,641519932;2,499187112;0;-94,4;0,96;12,56;70;110;1,86;BAD_HANDOVER
9036;19,14129403;29,83333333;8,699593783;8,196070671;1,248371762;1,399138331;0;-88,63;4,59;10,93;70;4,5;1,63;BAD_HANDOVER
9037;24,04644311;31,5;10,39174976;8,199443817;1,564171151;2,45089972;0;-95,3;-0,21;12,79;70;86,8;1,98;BAD_HANDOVER
9038;23,43478193;46,16666667;10,32226187;8,200239182;1,955486017;3,774582505;0;-90,18;3,23;12,15;70;59,1;1,89;BAD_HANDOVER
9039;10,89791527;33,5;8,835537566;8,20056057;1,052921729;1,24350512;0;-89,59;2,28;11,04;71,45;19,4;1,66;BAD_HANDOVER
9040;14,62709943;12,83333333;8,832161651;8,200846672;1,093645018;0,635882258;0;-94,16;3,21;9,83;76,66;21;1,44;BAD_HANDOVER
9041;30,41601736;51;10,54614989;8,201570511;1,944784754;4,269340396;0;-100,41;0,02;14,07;70;110,2;2,58;BAD_HANDOVER
9042;29,40049313;23,5;9,495534565;8,205191612;1,39790731;1,648240805;0;-99,13;-0,15;14,57;70;15,2;2,01;BAD_HANDOVER
9043;10,91826305;16,66666667;9,47531593;8,205231667;1,009240047;0,534291267;0;-89,09;1,74;11,17;73,99;54,2;1,54;BAD_HANDOVER
9044;16,99588276;24,16666667;8,011674595;8,206155777;1,341573201;1,396299243;0;-85,06;3,98;10,38;74,32;99,4;1,36;BAD_HANDOVER
9045;16,56167593;23,33333333;9,616692551;8,209158897;1,255833166;1,25706017;0;-95,7;1,26;13,01;70;13,9;1,86;BAD_HANDOVER
9046;25,96647914;43,83333333;9,603166883;8,210417747;2,05447575;3,805860519;0;-86,1;3,63;9,45;74,07;118,5;1,53;BAD_HANDOVER
9047;11,50342426;21,66666667;10,50123941;8,210517883;1,130446582;0,399535894;0;-105,21;0,85;13,9;70;72,4;2,28;BAD_HANDOVER
9048;5,559188651;5,333333333;10,89455907;8,210778236;1,000134716;0,021779299;0;-97,09;0,56;12,64;70,74;89;1,92;BAD_HANDOVER
9049;24,08114493;33,33333333;11,59705397;8,210808754;1,415822577;1,972194552;0;-97,52;1,21;12,15;71,89;22,1;1,66;BAD_HANDOVER
9050;27,37255936;39,5;10,28663956;8,211513519;1,656350713;2,793686748;0;-95,5;-0,59;14,52;70;103,2;2,11;BAD_HANDOVER
9051;15,5621274;47,66666667;10,00140118;8,212049484;1,864893575;3,571264982;0;-95,81;0,65;13,79;70;36,6;2;BAD_HANDOVER
9052;22,3731443;43,83333333;9,999376906;8,212277412;1,401587561;2,328073502;0;-95,3;0,71;12,29;70;43,2;2,07;BAD_HANDOVER
9053;31,76645792;50;9,781321175;8,212711334;1,954573315;4,15544045;0;-95,1;2,74;10,57;72,86;119,9;2,05;BAD_HANDOVER
9054;9,69766738;18;11,98520069;8,213651657;1,129706062;1,002163529;0;-90,84;1,54;12,75;70;112,7;1,73;BAD_HANDOVER
9055;13,61401358;31,66666667;9,369877036;8,214338303;1,204187696;1,57893157;0;-91,2;1,42;12,85;70;27,4;1,78;BAD_HANDOVER
9056;21,82768191;33,66666667;10,08360532;8,21535778;1,384368454;1,819892168;0;-99,02;-1,08;15;70;88,4;2,1;BAD_HANDOVER
9057;15,59090164;14,5;9,579049461;8,215810776;1,165333795;0,770664215;0;-107,26;-1,27;15;70;23;2,52;BAD_HANDOVER
9058;12,70613684;19;6,173708991;8,21591568;1,054051583;0,643477559;0;-98,44;0,43;12,38;70;54,3;1,61;BAD_HANDOVER
9059;33,28512016;50,66666667;9,284344225;8,215969086;1,328405174;2,61234498;0;-94,84;1,9;11,48;70;66,4;2,32;BAD_HANDOVER
9060;10,30082947;9,833333333;10,17086457;8,217181206;1,098632129;0,430670381;0;-93,57;3,12;10,18;74,04;42,9;1,29;BAD_HANDOVER
9061;17,96856866;27,16666667;7,339540107;8,217926025;1,151138648;0,884773731;0;-94,49;0,07;11,97;70;23,3;1,9;BAD_HANDOVER
9062;8,597564736;8,5;8,491545224;8,218504906;1,034049499;0,168194771;0;-95,82;1,92;12;70,18;63,5;1,83;BAD_HANDOVER
9063;13,2220218;17,5;11,5418757;8,218752861;1,179991132;1,384495974;0;-101,68;-1,11;14,77;70;35,4;2,15;BAD_HANDOVER
9064;17,97665928;35;7,328354738;8,219046593;1,06229842;1,252430916;0;-87,37;4,94;10,02;76,7;60,9;1,18;BAD_HANDOVER
9065;20,35067084;34;9,60638819;8,220360756;1,459650662;2,463443279;0;-97,21;1,35;14,05;70;44,4;1,91;BAD_HANDOVER
9066;13,11398345;12,66666667;10,20353517;8,220384598;1,092697437;0,602948189;0;-99,59;1,46;12,16;70,41;67,5;1,81;BAD_HANDOVER
9067;20,1034066;28;7,868277031;8,220393181;1,232742788;1,287914276;0;-94,42;3,99;9,82;73,89;58,6;1,45;BAD_HANDOVER
9068;5,078619139;31,66666667;10,57179511;8,220646858;1,062463784;1,185928583;0;-94,76;1,4;13,7;70;96,8;1,97;BAD_HANDOVER
9069;38,592275;49,66666667;12,26961029;8,221330643;2,145451157;5,031532645;0;-91,94;3,04;11,43;71,88;14,7;2,28;BAD_HANDOVER
9070;11,4399679;57,33333333;9,213540239;8,22191906;1,986746906;3,977083564;0;-96,95;1,84;11,13;70;75;2,36;BAD_HANDOVER
9071;9,067103751;8,5;11,83854495;8,222416878;1,262656628;0,927573919;0;-92,16;2,54;10,7;73,15;42,9;1,48;BAD_HANDOVER
9072;30,84014929;23;9,873907224;8,222506523;1,226389914;1,470054626;0;-96,25;1,96;12,72;70;38,5;1,78;BAD_HANDOVER
9073;26,20477209;45;9,960634463;8,223505974;1,916658458;4,082065821;0;-98,93;1,95;11,58;72,52;74;1,98;BAD_HANDOVER
9074;34,35562441;37,33333333;10,63047384;8,224328995;1,76149277;3,118513584;0;-85,05;4,28;8,96;79,16;58,7;1,36;BAD_HANDOVER
9075;33,13842888;49,5;11,68923372;8,22471714;2,588516001;6,352284193;0;-101,7;0,89;13,81;70;63,4;2,53;BAD_HANDOVER
9076;17,21008677;16,5;9,463790819;8,226258278;1,152018868;0,780757308;0;-95,22;2,39;10,63;72,07;67,6;1,62;BAD_HANDOVER
9077;18,06047745;20;9,191899208;8,226590157;1,224859683;0,982331514;0;-97;1,07;15;70;18,9;1,94;BAD_HANDOVER
9078;6,063440475;6,5;11,83715911;8,226895332;1,042386241;0,173797727;0;-92,13;1,55;11,84;71,69;74,5;1,7;BAD_HANDOVER
9079;10,5481826;10,83333333;9,855608778;8,228618622;1,134320215;0,458882928;0;-94,66;-1,38;14,61;70;56,2;1,98;BAD_HANDOVER
9080;5,267699995;6,333333333;14,28979723;8,228759766;1,007585049;0,052383423;0;-97,25;1,54;10,89;72,9;29,1;1,52;BAD_HANDOVER
9081;16,5665895;20;11,17207103;8,230224609;1,249487317;1,382674694;0;-97,96;1,39;15;70;56,2;1,87;BAD_HANDOVER
9082;24,31770238;36,5;11,46344365;8,230361938;1,604167491;2,823028207;0;-95,32;0,98;14,45;70;8,8;1,94;BAD_HANDOVER
9083;4,877071381;7,666666667;12,61784572;8,230507851;1,006750305;0,044484496;0;-98,51;0,6;13,56;70;56,7;1,9;BAD_HANDOVER
9084;10,96038232;11,66666667;10,07294557;8,231552124;1,210807282;0,604266763;0;-98,82;-1;14,18;70;112,5;1,8;BAD_HANDOVER
9085;35,64715475;57,66666667;10,65016697;8,231657028;2,452815676;6,102200627;0;-98,53;-1,25;13,72;70;119,3;2,85;BAD_HANDOVER
9086;20,55563704;23,5;9,984592783;8,232008934;1,286193973;1,217146039;0;-95,94;0,51;14,11;70;94,1;1,98;BAD_HANDOVER
9087;15,93240202;17,16666667;8,908704093;8,232248306;1,136214018;0,757450342;0;-92,45;1,83;12;70;90,1;1,85;BAD_HANDOVER
9088;17,72944907;27,5;8,521895841;8,232776642;1,332497408;1,498198867;0;-97,57;-0,25;14,38;70;10,9;2,03;BAD_HANDOVER
9089;20,71904183;24,83333333;11,43967636;8,234110832;2,191718082;3,326134562;0;-96,69;2,32;12,26;70;36,8;1,8;BAD_HANDOVER
9090;13,89339633;21,33333333;9,295937942;8,234287262;1,130098554;0,707765579;0;-93,09;2,35;12,52;70;16,2;1,88;BAD_HANDOVER
9091;8,332723676;12,83333333;7,807147948;8,235186577;1,048238817;0,39312017;0;-89,22;4,2;8,55;77,29;117,4;1,27;BAD_HANDOVER
9092;23,00129893;27;10,85373811;8,23520565;1,272286055;1,226528645;0;-95,19;2,78;12,32;72,44;53,4;1,59;BAD_HANDOVER
9093;13,84016508;22,83333333;10,35341608;8,235965729;1,403462012;1,301124096;0;-94,23;3,13;10,83;70,53;90,2;1,55;BAD_HANDOVER
9094;31,5206187;43,66666667;10,26003978;8,236217499;1,748694092;2,949942708;0;-99,89;-0,25;15;70;90,7;2,26;BAD_HANDOVER
9095;33,78200011;64,16666667;9,723097478;8,236519814;2,270224525;5,878916979;0;-102,68;-3,1;15;70;7,7;3,34;BAD_HANDOVER
9096;8,866249563;8,666666667;9,255853308;8,236905098;1,056783612;0,235700011;0;-84,59;2,17;10,11;75,8;48,1;1,67;BAD_HANDOVER
9097;4,43659995;5,166666667;13,44968134;8,23710537;1,011319065;0,046586156;0;-95,31;1,66;12,25;70,15;113,2;1,7;BAD_HANDOVER
9098;13,21394443;19,33333333;8,719631791;8,237260818;1,142543941;0,90986073;0;-87,09;4,74;9;78,14;49,4;1,36;BAD_HANDOVER
9099;21,3263474;30,66666667;11,26590225;8,237631798;1,393698511;1,784904003;0;-95,82;2,63;11,26;71,54;82,6;1,72;BAD_HANDOVER
9100;5,29072148;8;13,48620721;8,237835884;1,093475357;0,431675315;0;-99,06;1,1;12,22;72,43;61;1,7;BAD_HANDOVER
9101;34,35049744;50,33333333;9,121718571;8,238397598;1,297473485;2,522693753;0;-90,11;2,09;10,78;70,15;4,7;2,04;BAD_HANDOVER
9102;18,15205253;52,33333333;10,45245201;8,238814354;1,983230778;4,151817679;0;-95,76;2,81;10,4;72,47;0,1;2,11;BAD_HANDOVER
9103;27,15602725;33,33333333;10,48654645;8,241130829;1,715655874;3,073778987;0;-94,54;0,4;12,7;70;77,5;1,88;BAD_HANDOVER
9104;11,05688682;16,5;10,42604348;8,241477966;1,145664584;0,778594255;0;-94,8;0,78;13,34;70;31,5;1,83;BAD_HANDOVER
9105;14,94942437;20,66666667;10,57478343;8,242362022;1,199252061;1,081392646;0;-87,29;2,41;9,72;76,27;53,8;1,46;BAD_HANDOVER
9106;5,702508638;8,333333333;12,90051842;8,242543221;1,012460899;0,115762591;0;-100,54;0,94;13,15;70;21,8;1,85;BAD_HANDOVER
9107;29,91072401;26,66666667;11,06777469;8,242547989;1,74644328;2,877129674;0;-95,26;2,03;12,59;70;30,1;1,7;BAD_HANDOVER
9108;15,43027838;15,66666667;10,50304736;8,24294281;1,191131696;0,816514015;0;-102,38;-0,41;15;70;83,9;2,18;BAD_HANDOVER
9109;21,01930167;21,66666667;9,010428251;8,243199348;1,246352274;1,145097613;0;-90,71;1,92;11,4;70;22,3;1,68;BAD_HANDOVER
9110;30,02329443;57,66666667;10,5147528;8,243462563;2,118323811;4,861122489;0;-92,56;3,1;11,6;72,56;119,9;2,23;BAD_HANDOVER
9111;35,38131394;62,5;9,662556395;8,244298935;2,776231971;7,17563951;0;-93,38;1,97;13,39;70;7,1;2,6;BAD_HANDOVER
